Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,66833,-,-,India,22.35,87.25,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2004,1,1,0,30,0,0,0,0,0,0,6,13.936290708063211,1009.3938598632812,62.2455318754418,169.447384680457,1.2368047717938768,0.0,22.700714111328125,0.5523011088371277,0
2004,1,1,1,30,0,0,0,0,0,0,7,13.39837219768549,1009.1375732421875,65.92357146843068,155.6549880294774,1.2425784653813716,0.0,337.26068115234375,0.4721945822238922,0
2004,1,1,2,30,0,0,0,0,0,0,6,12.907321396888051,1009.0221557617188,64.0116275764434,141.91977928983286,1.251535084968862,0.0,308.40557861328125,0.6939974427223206,0
2004,1,1,3,30,0,0,0,0,0,0,5,12.477265617351975,1009.5601196289062,62.55909128224675,128.29630299820303,1.2692101247826086,0.0,299.996826171875,0.9631200432777405,0
2004,1,1,4,30,0,0,0,0,0,0,5,12.107380051794564,1010.3678588867188,62.06160537521092,114.84844741094173,1.287583917023259,0.0,302.1510925292969,1.1798826456069946,0
2004,1,1,5,30,0,0,0,0,0,0,6,10.15140385122777,1011.2054443359375,75.62297318561673,101.60871126960524,1.0142409548257412,0.0,339.2777099609375,2.4032411575317383,0
2004,1,1,6,30,1,0,1,5,9,5,7,11.608464420624557,1012.2694091796875,75.20195972549462,88.83211643207333,1.042424091231753,0.0,338.41119384765625,2.5749294757843018,0
2004,1,1,7,30,108,204,155,103,269,165,8,14.080485758020984,1013.7962036132812,70.68691695016778,76.68166505558831,1.0774793620082812,0.0,339.3984680175781,2.2717344760894775,0
2004,1,1,8,30,173,433,353,172,462,364,11,16.969045778392285,1014.755615234375,67.91613807150931,65.50837115350983,1.1101339598519324,0.0,344.1554870605469,1.6331260204315186,0
2004,1,1,9,30,204,566,522,212,575,535,10,20.695244601909906,1014.5511474609375,53.57408723627224,55.91692464443975,1.105043257298919,0.0,0.5121231079101562,1.6733535528182983,0
2004,1,1,10,30,229,613,633,235,636,653,11,22.54491581212818,1013.3739624023438,49.11694060569693,48.85793729132773,1.101563993100739,0.0,3.5657958984375,1.4592177867889404,0
2004,1,1,11,30,265,607,691,244,659,706,11,23.391524212793286,1012.133544921875,47.74848032568947,45.5314305424002,1.105384945994697,0.0,0.37955474853515625,1.2772862911224365,0
2004,1,1,12,30,316,399,590,240,651,687,11,23.598863798238654,1011.166015625,47.51753433915821,46.74385107150123,1.1130747140540533,0.0,357.22412109375,1.224206566810608,0
2004,1,1,13,30,277,389,516,225,609,598,11,23.214352962352677,1010.7595825195312,47.77402792333184,52.17906575651356,1.1208051115551632,0.0,358.8172607421875,1.2099758386611938,0
2004,1,1,14,30,198,477,432,194,524,450,11,22.178746269094063,1010.2804565429688,50.09126552974506,60.71011522499795,1.1179696087265663,0.0,357.4690856933594,1.290408730506897,0
2004,1,1,15,30,150,290,244,140,373,261,12,20.626589302047933,1010.4595336914062,59.48942629041461,71.22804711145781,1.1152864506993578,0.0,358.08526611328125,1.3847724199295044,0
2004,1,1,16,30,42,14,44,50,125,66,10,17.989053441054466,1010.8732299804688,61.440907605469995,82.97358739709405,1.0898421086118641,0.0,359.9885559082031,1.5309383869171143,0
