Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,66833,-,-,India,22.35,87.25,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2005,1,1,0,30,0,0,0,0,0,0,7,13.725455452023994,1011.5825805664062,64.59781215243882,169.41994486803796,0.860655252096273,0.0,355.16241455078125,1.9115124940872192,0
2005,1,1,1,30,0,0,0,0,0,0,6,13.130342809497392,1011.192626953125,65.59516187443033,155.62930242205812,0.8456442688804281,0.0,353.1443786621094,1.9411301612854004,0
2005,1,1,2,30,0,0,0,0,0,0,6,12.538417074307688,1010.6884155273438,66.9868489248421,141.89551856016703,0.8326961877021077,0.0,352.5334777832031,1.9770768880844116,0
2005,1,1,3,30,0,0,0,0,0,0,6,11.988069443941924,1010.8544921875,68.3429939627823,128.2735618391808,0.8338805263979524,0.0,351.18426513671875,2.0191774368286133,0
2005,1,1,4,30,0,0,0,0,0,0,6,11.490251549980428,1011.7123413085938,69.7040040574963,114.82746253828904,0.8350271043878081,0.0,347.9416809082031,2.0987071990966797,0
2005,1,1,5,30,0,0,0,0,0,0,5,11.781193577737668,1011.3798217773438,64.92641874989673,101.66598779266762,1.3038627711010504,0.0,310.10919189453125,1.3285561800003052,0
2005,1,1,6,30,1,0,1,4,7,4,7,13.561967460129267,1012.0950317382812,66.05041638161597,88.88109260868274,1.3147160966807587,0.0,319.6995849609375,1.4236679077148438,0
2005,1,1,7,30,109,170,149,104,238,159,8,16.46993020743531,1013.1220092773438,60.06301451180247,76.7197606383553,1.3188641468433593,0.0,328.00531005859375,1.3221349716186523,0
2005,1,1,8,30,182,389,344,180,423,355,10,18.959235709851555,1013.4729614257812,57.68105871528777,65.53162799026249,1.32544063070652,0.0,330.9176940917969,1.0125505924224854,0
2005,1,1,9,30,223,514,512,225,532,523,10,23.023792516629214,1013.3919067382812,46.36137038144395,55.91977089843569,1.3796617221011875,0.0,329.4710998535156,0.6879153251647949,0
