Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,66833,-,-,India,22.35,87.25,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2014,1,1,0,30,0,0,0,0,0,0,11,16.627600279375145,1008.810546875,73.21425950219248,169.39469522156307,3.018772151400887,0.0,68.83787536621094,1.4168329238891602,0
2014,1,1,1,30,0,0,0,0,0,0,12,16.22533583731996,1008.322265625,76.18427113973986,155.60528219941682,3.0066975082974174,0.0,74.73188018798828,1.2400792837142944,0
2014,1,1,2,30,0,0,0,0,0,0,11,15.877172771945823,1007.7980346679688,74.85709539017566,141.8725249239734,2.9992538668401902,0.0,81.93424224853516,1.2498201131820679,0
2014,1,1,3,30,0,0,0,0,0,0,11,15.60158047735922,1007.8635864257812,75.51673112117278,128.2516852412107,3.0032277627493382,0.0,84.05955505371094,1.4669402837753296,0
2014,1,1,4,30,0,0,0,0,0,0,11,15.30642664359334,1007.8528442382812,76.26715483207416,114.80690084946286,2.9962383750072337,0.0,82.61593627929688,1.7476099729537964,0
2014,1,1,5,30,0,0,0,0,0,0,11,13.494380117759249,1011.1962280273438,89.00224996074645,101.64720571851613,2.162866913581942,0.0,341.0518493652344,1.8547515869140625,0
2014,1,1,6,30,1,0,1,4,9,4,12,14.90865713346659,1012.2672729492188,86.3546213043586,88.86446343376194,2.1819912522215628,0.0,342.904541015625,2.139206647872925,0
2014,1,1,7,30,112,145,146,100,240,156,13,17.171050483394936,1013.3819580078125,80.39845696268361,76.70594864601627,2.199865871961468,0.0,347.0492858886719,1.887221336364746,0
2014,1,1,8,30,183,376,339,173,421,347,14,20.261376338842922,1014.0490112304688,69.44249000347213,65.52176642948041,2.2038848234402812,0.0,355.26739501953125,1.785243272781372,0
2014,1,1,9,30,217,515,506,216,529,513,15,22.9525516804797,1013.4716186523438,61.053866200276666,55.915472980481,2.1812682706489777,0.0,356.6766357421875,2.0669105052948,0
2014,1,1,10,30,248,575,627,240,589,629,15,24.639477183182578,1012.5435180664062,58.2470083116845,48.837179428306065,2.1592555839132865,0.0,354.027099609375,2.1853227615356445,0
2014,1,1,11,30,250,613,681,250,613,681,16,25.46451571704938,1010.9659423828125,57.561958779255974,45.48922912399416,2.127024169382493,0.0,351.35699462890625,2.155930995941162,0
2014,1,1,12,30,247,606,663,247,606,663,16,25.71995097562626,1009.9838256835938,57.43226726431788,46.683902645074006,2.0831121353392503,0.0,348.83355712890625,2.1204771995544434,0
2014,1,1,13,30,230,566,578,230,566,578,16,25.416874617932194,1009.247314453125,58.001831941370654,52.10902155859539,2.040899321077208,0.0,347.9387512207031,2.1780519485473633,0
2014,1,1,14,30,197,484,435,197,484,435,16,24.534002312259645,1009.3099975585938,59.7024746556616,60.63635939693487,2.01198679811779,0.0,347.9140319824219,2.2620792388916016,0
2014,1,1,15,30,165,261,250,141,342,251,16,23.08295370706236,1009.2544555664062,66.86820656099003,71.15407486686856,1.9780130800300117,0.0,353.08734130859375,2.1200947761535645,0
2014,1,1,16,30,42,0,42,48,116,63,15,20.843987599013815,1009.6158447265625,71.87097857644139,82.90097711739517,1.9307823222346063,0.0,359.86285400390625,1.9925756454467773,0
2014,1,1,17,30,0,0,0,0,0,0,14,19.875921702820108,1010.2972412109375,72.47591338208713,95.41834679829206,1.8753642367796364,0.0,4.229759216308594,1.9104310274124146,0
2014,1,1,18,30,0,0,0,0,0,0,14,19.203730848556347,1010.6187133789062,72.63427872272456,108.42789661720442,1.8205845185796374,0.0,5.18072509765625,1.7709192037582397,0
2014,1,1,19,30,0,0,0,0,0,0,13,18.57063281346558,1010.9931640625,72.74006964603254,121.76172579192462,1.765700879820728,0.0,2.2400588989257812,1.6007301807403564,0
2014,1,1,20,30,0,0,0,0,0,0,13,17.960661041657488,1011.4641723632812,73.12134016549243,135.31102521179392,1.7133255596506314,0.0,358.3040771484375,1.5031121969223022,0
2014,1,1,21,30,0,0,0,0,0,0,12,17.357595463105838,1011.25146484375,73.60409687777968,149.0014224964855,1.670049745045307,0.0,351.866455078125,1.4761587381362915,0
2014,1,1,22,30,0,0,0,0,0,0,12,16.771830420085564,1010.9735107421875,74.84613665306435,162.7771044544165,1.6310592294666337,0.0,344.7783508300781,1.5417516231536865,0
2014,1,1,23,30,0,0,0,0,0,0,11,16.210018546222784,1010.7628173828125,75.83992675663012,176.55969480548902,1.6023056740697392,0.0,339.70794677734375,1.6979926824569702,0
