Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,66833,-,-,India,22.35,87.25,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2000,1,1,0,30,0,0,0,0,0,0,5,13.784993387886402,1007.06982421875,57.78425633807195,169.44627406805054,1.689343078977878,0.0,251.76605224609375,0.9214820265769958,0
2000,1,1,1,30,0,0,0,0,0,0,5,13.369114474025366,1006.6701049804688,57.11293008408119,155.65413136425184,1.7905684446942336,0.0,262.95220947265625,1.2923448085784912,0
2000,1,1,2,30,0,0,0,0,0,0,4,12.974062326605235,1006.4041748046875,54.64735307672439,141.91911471855235,1.8584869733403862,0.0,275.0145263671875,1.5941011905670166,0
2000,1,1,3,30,0,0,0,0,0,0,4,12.618115775432557,1006.8753051757812,57.32956327467221,128.29583244042897,1.9201480085018177,0.0,286.1717529296875,1.8539884090423584,0
2000,1,1,4,30,0,0,0,0,0,0,5,12.282948565292486,1007.1981201171875,63.22149292226883,114.84818972896429,1.9739801303544908,0.0,295.2616882324219,2.041017770767212,0
2000,1,1,5,30,0,0,0,0,0,0,10,12.090491360846784,1010.9392700195312,89.39669100271364,101.60861404530688,1.349735577110823,0.0,15.645164489746094,2.2869794368743896,0
2000,1,1,6,30,1,0,1,5,9,5,10,13.412396591945992,1011.7285766601562,85.2053346089214,88.83232271260977,1.2961680336306776,0.0,12.268890380859375,2.11441969871521,0
2000,1,1,7,30,112,154,148,103,259,163,11,15.57213294625899,1012.485595703125,78.11326556036849,76.68219790239085,1.2399452062440386,0.0,9.02545166015625,1.6510242223739624,0
2000,1,1,8,30,180,395,344,174,449,361,13,18.66324302364518,1013.0464477539062,72.3975931860528,65.50933730598082,1.1953416145430624,0.0,6.2254180908203125,1.2934880256652832,0
2000,1,1,9,30,216,533,515,216,562,531,12,22.06941695729347,1013.0963134765625,55.52391775720814,55.91842966761863,1.16825051490321,0.0,11.289703369140625,1.5745309591293335,0
